,Balls_played,Batting_Hand,Bowling_Skill,Country,DOB,Econ_Rate,Over_count,Player_Id,Player_Name,Runs,Strike_Rate,cluster
276,,,Right-arm medium-fast,Netherlands,30-Jun-80,6.51,13.833333333333334,284,RN ten Doeschate,90.0,,0
277,,,Right-arm offbreak,India,12-Oct-79,6.0,7.0,171,M Manhas,42.0,,0
278,,,Right-arm medium-fast,India,12-Jul-83,7.4,223.16666666666666,126,MM Patel,1652.0,,1
279,,,Left-arm fast-medium,India,06-Dec-85,7.63,312.3333333333333,61,RP Singh,2382.0,,1
280,,,Slow left-arm orthodox,India,06-Dec-88,7.5,288.8333333333333,35,RA Jadeja,2166.0,,1
281,,,Right-arm medium-fast,India,27-Sep-81,7.83,262.3333333333333,151,L Balaji,2055.0,,1
282,,,Right-arm fast-medium,India,25-Oct-87,8.1,288.1666666666667,232,UT Yadav,2335.0,,1
283,,,Right-arm fast,South Africa,06-Oct-84,7.43,283.1666666666667,190,M Morkel,2104.0,,1
284,,,Right-arm medium-fast,West Indies,12-May-87,8.18,210.66666666666666,221,KA Pollard,1724.0,,1
285,,,Right-arm medium-fast,India,25-Mar-84,7.72,254.0,106,AB Dinda,1961.0,,1
286,,,Right-arm fast-medium,South Africa,16-Oct-75,7.72,299.8333333333333,9,JH Kallis,2316.0,,1
287,,,Right-arm offbreak,Sri Lanka,17-Apr-72,6.61,263.5,121,M Muralitharan,1743.0,,1
288,,,Right-arm fast-medium,Australia,17-Jun-81,7.45,299.1666666666667,32,SR Watson,2230.0,,1
289,,,Legbreak googly,Australia,13-Sep-69,7.19,203.83333333333334,38,SK Warne,1465.0,,1
290,,,Slow left-arm orthodox,India,11-Sep-76,7.09,197.0,83,M Kartik,1397.0,,1
291,,,Right-arm medium-fast,South Africa,10-Jun-81,7.9,301.0,109,JA Morkel,2378.0,,1
292,,,Right-arm medium,India,04-Sep-82,7.36,259.5,39,SK Trivedi,1909.0,,1
293,,,Left-arm medium-fast,India,29-Apr-79,7.56,307.0,73,A Nehra,2321.0,,1
294,,,Right-arm medium,India,10-Dec-88,7.63,227.66666666666666,80,DS Kulkarni,1736.0,,1
295,,,Right-arm medium,India,05-Feb-90,6.9,288.3333333333333,299,B Kumar,1989.0,,1
296,,,Right-arm fast-medium,India,02-Sep-88,7.85,266.5,84,I Sharma,2092.0,,1
297,,,Right-arm medium-fast,India,22-Oct-79,7.35,269.6666666666667,89,R Bhatia,1982.0,,1
298,,,Right-arm offbreak,West Indies,26-May-88,6.23,265.6666666666667,315,SP Narine,1656.0,,1
299,,,Right-arm medium,India,18-Sep-88,7.79,214.83333333333334,364,MM Sharma,1674.0,,1
300,,,Legbreak,India,24-Nov-82,7.16,411.0,136,A Mishra,2941.0,,2
301,,,Right-arm offbreak,India,03-Jul-80,6.92,457.0,50,Harbhajan Singh,3162.0,,2
302,,,Right-arm medium,India,12-Feb-84,8.17,356.8333333333333,81,R Vinay Kumar,2917.0,,2
303,,,Right-arm medium,India,02-Oct-86,7.44,421.5,14,P Kumar,3135.0,,2
304,,,Right-arm fast,South Africa,27-Jun-83,6.53,359.8333333333333,94,DW Steyn,2350.0,,2
305,,,Slow left-arm orthodox,India,05-Sep-86,7.34,324.1666666666667,131,PP Ojha,2379.0,,2
306,,,Left-arm medium-fast,India,27-Oct-84,7.58,350.1666666666667,29,IK Pathan,2653.0,,2
307,,,Left-arm fast-medium,India,07-Oct-78,7.42,338.3333333333333,15,Z Khan,2511.0,,2
308,,,Legbreak,India,24-Dec-88,7.58,412.0,67,PP Chawla,3123.0,,2
309,,,Right-arm fast,Sri Lanka,28-Aug-83,6.51,401.1666666666667,194,SL Malinga,2611.0,,2
310,,,Right-arm medium-fast,West Indies,07-Oct-83,7.9,351.6666666666667,71,DJ Bravo,2778.0,,2
311,,,Right-arm offbreak,India,17-Sep-86,6.43,393.1666666666667,201,R Ashwin,2528.0,,2
312,,,Right-arm fast-medium,Australia,04-May-83,7.66,83.0,258,DT Christian,636.0,,3
313,,,Right-arm medium,India,03-Jun-84,7.38,86.16666666666667,255,STR Binny,636.0,,3
314,,,Left-arm medium,India,18-Oct-91,8.33,119.33333333333333,346,JD Unadkat,994.0,,3
315,,,Left-arm fast-medium,Australia,24-Jul-81,7.1,100.0,248,DE Bollinger,710.0,,3
316,,,Right-arm medium-fast,New Zealand,11-Dec-88,8.0,104.16666666666667,377,TG Southee,833.0,,3
317,,,Right-arm offbreak,South Africa,02-May-82,6.78,118.16666666666667,192,J Botha,801.0,,3
318,,,Right-arm fast,Australia,22-Feb-83,7.03,89.0,238,SW Tait,626.0,,3
319,,,Right-arm fast-medium,Sri Lanka,02-Jun-87,7.97,129.33333333333334,191,AD Mathews,1031.0,,3
320,,,Right-arm offbreak,West Indies,21-Sep-79,7.74,96.5,162,CH Gayle,747.0,,3
321,,,Slow left-arm orthodox,India,07-Sep-92,7.67,95.66666666666667,256,Harmeet Singh,734.0,,3
322,,,Left-arm fast,Australia,16-May-76,7.05,114.83333333333333,223,DP Nannes,810.0,,3
323,,,Right-arm offbreak,South Africa,14-Apr-84,7.07,113.83333333333333,154,JP Duminy,805.0,,3
324,,,Right-arm offbreak,India,30-Apr-87,7.01,155.83333333333334,235,R Sharma,1093.0,,3
325,,,Right-arm fast,Australia,11-Oct-79,7.45,144.16666666666666,188,RJ Harris,1074.0,,3
326,,,Right-arm medium-fast,India,21-Jun-81,7.67,81.0,196,A Singh,621.0,,3
327,,,Right-arm fast-medium,Australia,01-Feb-87,7.82,128.33333333333334,163,MC Henriques,1004.0,,3
328,,,Slow left-arm orthodox,India,12-Dec-81,7.31,142.83333333333334,27,Yuvraj Singh,1044.0,,3
329,,,Right-arm offbreak,Australia,09-Jun-75,7.71,90.0,56,A Symonds,694.0,,3
330,,,Legbreak googly,India,17-Oct-70,6.65,163.83333333333334,124,A Kumble,1089.0,,3
331,,,Right-arm fast,Australia,08-Nov-76,7.28,152.66666666666666,66,B Lee,1111.0,,3
332,,,Right-arm offbreak,India,17-Nov-82,7.2,190.33333333333334,31,YK Pathan,1371.0,,3
333,,,Right-arm fast-medium,India,06-Feb-83,7.65,157.83333333333334,77,S Sreesanth,1208.0,,3
334,,,Right-arm medium,India,04-Jan-84,8.31,151.66666666666666,120,MS Gony,1261.0,,3
335,,,Slow left-arm orthodox,New Zealand,27-Jan-79,6.77,130.83333333333334,175,DL Vettori,886.0,,3
336,,,Left-arm medium,India,05-Nov-90,8.14,121.0,116,PJ Sangwan,985.0,,3
337,,,Right-arm medium,West Indies,12-Apr-83,8.45,79.16666666666667,147,DR Smith,669.0,,3
338,,,Slow left-arm orthodox,India,02-Dec-89,7.02,151.5,140,Iqbal Abdulla,1063.0,,3
339,,,Right-arm offbreak,India,27-Nov-86,7.25,142.0,21,SK Raina,1029.0,,3
340,,,Slow left-arm orthodox,India,27-Nov-80,7.94,178.16666666666666,186,SB Jakati,1415.0,,3
341,,,Left-arm medium-fast,South Africa,30-Jul-89,7.21,100.16666666666667,267,WD Parnell,722.0,,3
342,,,Slow left-arm orthodox,Bangladesh,24-Mar-87,6.95,154.83333333333334,276,Shakib Al Hasan,1076.0,,3
343,,,Left-arm fast,Australia,30-Jan-90,7.11,102.0,378,MA Starc,725.0,,3
344,,,Slow left-arm orthodox,India,20-Jan-94,7.41,164.33333333333334,374,AR Patel,1218.0,,3
345,,,Legbreak googly,India,23-Jul-90,7.91,158.0,382,YS Chahal,1249.0,,3
346,,,Legbreak,India,08-Oct-71,7.71,112.33333333333333,370,PV Tambe,866.0,,3
347,,,Right-arm medium,India,18-May-93,7.53,162.16666666666666,367,Sandeep Sharma,1221.0,,3
348,,,Right-arm medium,India,15-Aug-89,7.79,78.16666666666667,359,IC Pandey,609.0,,3
349,,,Right-arm medium-fast,India,19-Feb-90,7.63,85.5,356,R Dhawan,652.0,,3
350,,,Legbreak googly,India,23-Oct-87,7.95,142.83333333333334,166,KV Sharma,1136.0,,3
351,,,Right-arm medium,India,06-Dec-93,8.21,118.33333333333333,375,JJ Bumrah,971.0,,3
352,,,Right-arm fast-medium,South Africa,30-Apr-87,7.46,142.16666666666666,350,CH Morris,1060.0,,3
353,,,Right-arm fast-medium,Pakistan,28-Feb-75,7.46,92.0,321,Azhar Mahmood,686.0,,3
354,,,Left-arm fast,Australia,02-Nov-81,7.86,173.83333333333334,357,MG Johnson,1367.0,,3
355,,,Right-arm medium,India,23-Nov-90,8.28,113.66666666666667,311,HV Patel,941.0,,3
356,,,Slow left-arm chinaman,Australia,06-Feb-71,7.31,77.66666666666667,316,GB Hogg,568.0,,3
357,,,Right-arm medium,India,19-Jul-86,7.91,128.83333333333334,333,P Awana,1019.0,,3
358,,,Right-arm fast,West Indies,29-Apr-88,8.41,108.5,334,AD Russell,912.0,,3
359,,,Right-arm fast,India,29-Oct-89,8.25,129.16666666666666,296,VR Aaron,1065.0,,3
360,,,Slow left-arm orthodox,India,12-Aug-89,7.02,171.16666666666666,293,S Nadeem,1201.0,,3
361,,,Right-arm medium,West Indies,16-Feb-89,7.59,100.0,309,KK Cooper,759.0,,3
362,,,Left-arm fast-medium,Australia,29-Apr-90,8.35,187.16666666666666,310,JP Faulkner,1562.0,,3
363,,,Left-arm medium-fast,India,08-Apr-84,7.82,99.66666666666667,270,S Aravind,779.0,,3
364,,,Left-arm fast-medium,New Zealand,11-Jun-86,7.95,106.16666666666667,403,MJ McClenaghan,844.0,,3
